Word,Frequency
"'andrew',",110
"'struck',",110
"'colleg',",110
"'grand',",110
"'lighthiz',",110
"'blow',",110
"'percentag',",110
"'score',",110
"'mind',",110
"'structur',",110
"'closer',",110
"'meadow',",109
"'spark',",109
"'neither',",109
"'manhattan',",109
"'gay',",109
"'assembl',",109
"'adjust',",109
"'clearli',",109
"'item',",109
"'french',",109
"'english',",109
"'storm',",109
"'adult',",109
"'eye',",108
"'dossier',",108
"'deepli',",108
"'task',",108
"'fewer',",108
"'wast',",108
"'longstand',",108
"'complianc',",108
"'moment',",108
"'deleg',",108
"'light',",107
"'hike',",107
"'appointe',",107
"'monitor',",107
"'myanmar',",107
"'neil',",107
"'succeed',",107
"'select',",107
"'wray',",107
"'juri',",107
"'pend',",107
"'recogn',",107
"'warm',",107
"'perhap',",106
"'edit',",106
"'lindsey',",106
"'kansa',",106
"'entri',",106
"'miss',",106
"'utah',",106
"'principl',",106
"'normal',",106
"'unfair',",106
"'church',",106
"'framework',",105
"'offset',",105
"'type',",105
"'eric',",105
"'stake',",105
"'digit',",105
"'king',",105
"'rural',",105
"'contend',",104
"'neg',",104
"'overturn',",104
"'stress',",104
"'everyth',",104
"'els',",104
"'electron',",104
"'massachusett',",104
"'nsa',",104
"'corrupt',",104
"'macron',",104
"'taliban',",104
"'rose',",104
"'breach',",104
"'icahn',",104
"'huge',",103
"'cross',",103
"'peninsula',",103
"'pm',",103
"'ten',",103
"'complex',",103
"'portion',",103
"'roughli',",103
"'christian',",103
"'suit',",103
"'longtim',",103
"'nationalist',",103
"'otherwis',",103
"'potu',",102
"'heart',",102
"'purpos',",102
"'occur',",102
"'denounc',",102
"'tech',",102
"'tackl',",102
"'exercis',",102
"'harder',",102
"'alarm',",102
"'convinc',",102
"'bit',",102
"'hardlin',",102
"'regular',",102
"'menendez',",102
"'ye',",101
"'confront',",101
"'plaintiff',",101
"'basic',",101
"'tour',",101
"'elector',",101
"'forum',",101
"'margin',",101
"'houston',",101
"'heavili',",101
"'old',",101
"'sponsor',",101
"'feinstein',",101
"'qualifi',",100
"'choos',",100
"'nfl',",100
"'prefer',",100
"'knew',",100
"'rick',",100
"'disabl',",100
"'alaska',",100
"'movement',",100
"'haley',",100
"'detent',",100
"'wyden',",99
"'asian',",99
"'minnesota',",99
"'stall',",99
"'spoken',",99
"'branch',",99
"'smaller',",99
"'regist',",99
"'warrant',",99
"'scandal',",99
"'wish',",99
"'consist',",99
"'resettl',",99
"'admit',",98
"'crackdown',",98
"'ballot',",98
"'stephen',",98
"'bear',",98
"'minut',",98
"'motiv',",98
"'staffer',",98
"'holiday',",98
"'launder',",98
"'alexand',",98
"'sudan',",98
"'exxon',",98
"'rich',",97
"'carter',",97
"'rel',",97
"'murray',",97
"'bathroom',",97
"'counterpart',",97
"'daughter',",97
"'shield',",97
"'equifax',",97
"'soldier',",96
"'cancer',",96
"'alon',",96
"'assum',",96
"'via',",96
"'inappropri',",96
"'oklahoma',",96
"'reaction',",96
"'celebr',",96
"'monetari',",96
"'devic',",96
"'cash',",96
"'crack',",96
"'equiti',",96
"'finish',",95
"'speed',",95
"'somalia',",95
"'paragraph',",95
"'incent',",95
"'boe',",95
"'devast',",95
"'sharp',",95
"'democraci',",95
"'comput',",95
"'hunt',",95
"'eastern',",95
"'banker',",95
"'midterm',",95
"'smith',",95
"'graphic',",95
"'hurdl',",94
"'whole',",94
"'stick',",94
"'columbia',",94
"'compet',",94
"'advisori',",94
"'impeach',",94
"'updat',",94
"'manipul',",94
"'reagan',",93
"'sue',",93
"'tighten',",93
"'blue',",93
"'card',",93
"'supremacist',",93
"'combin',",93
"'interpret',",93
"'roger',",93
"'transfer',",93
"'pretti',",93
"'desir',",93
"'club',",93
"'ident',",93
"'telephon',",93
"'repli',",93
"'age',",93
"'copi',",93
"'red',",92
"'tone',",92
"'reiter',",92
"'scalis',",92
"'veselnitskaya',",92
"'fell',",92
"'profession',",92
"'exit',",92
"'businessman',",92
"'journalist',",92
"'sharpli',",92
"'deliber',",91
"'contest',",91
"'enrol',",91
"'scientist',",91
"'chain',",91
"'accomplish',",91
"'patent',",91
"'farmer',",90
"'connecticut',",90
"'engin',",90
"'listen',",90
"'kept',",90
"'transact',",90
"'definit',",90
"'retail',",90
"'clayton',",90
"'netanyahu',",90
"'ted',",90
"'leverag',",90
"'reutersipso',",90
"'inflat',",89
"'orrin',",89
"'attract',",89
"'wilbur',",89
"'perri',",89
"'tennesse',",89
"'claus',",89
"'mix',",89
"'undo',",89
"'lo',",89
"'angel',",89
"'crucial',",89
"'cabl',",89
"'merkel',",89
"'realiti',",89
"'enabl',",88
"'rand',",88
"'libya',",88
"'anthoni',",88
"'softwar',",88
'statement'],88
"'egypt',",88
"'australia',",88
"'jong',",88
"'goldman',",88
"'p',",88
"'usual',",87
"'notic',",87
"'stronger',",87
"'core',",87
"'contractor',",87
"'oval',",87
"'envoy',",87
"'background',",87
"'unusu',",87
"'afternoon',",87
"'numer',",87
"'deutsch',",87
"'suffici',",87
"'scope',",87
"'disrupt',",87
"'award',",87
"'vital',",87
"'violent',",87
"'anticip',",86
"'taylor',",86
"'fulfil',",86
"'touch',",86
"'motor',",86
"'freez',",86
"'setback',",86
"'influenti',",86
"'vacanc',",86
"'embrac',",86
"'costli',",86
"'split',",86
"'carrier',",86
"'guidelin',",86
"'certifi',",86
"'phase',",85
"'dramat',",85
"'happi',",85
"'mick',",85
"'odd',",85
"'guard',",85
"'zone',",85
"'spread',",85
"'drone',",85
"'truck',",85
"'scale',",85
"'maria',",85
"'recoveri',",85
"'de',",85
"'throughout',",84
'link'],84
"'fresh',",84
"'leagu',",84
"'map',",84
"'unanim',",84
"'stood',",84
"'flow',",84
"'wind',",84
"'leas',",84
"'explor',",84
"'treati',",84
"'coast',",84
"'mount',",84
"'qatar',",84
"'maralago',",84
"'pleas',",83
"'sway',",83
"'nonprofit',",83
"'wake',",83
"'msnbc',",83
"'ag',",83
"'murphi',",83
"'seiz',",83
"'privileg',",83
"'clash',",83
"'witch',",83
"['democrat',",82
"'husband',",82
"'photo',",82
"'detain',",82
"'fate',",82
"'yield',",82
"'bridg',",82
"'thoma',",82
"'util',",82
"'peter',",82
"'jail',",82
"'teenag',",82
"'bashar',",82
"'extent',",82
"'begun',",82
"'tokyo',",82
"'highprofil',",81
"'twice',",81
"'contrast',",81
"'cb',",81
"'survey',",81
"'model',",81
"'confus',",81
"'patient',",81
"'miller',",81
"'wave',",81
"'seoul',",81
"'capac',",80
"'recov',",80
"'incumb',",80
"'arrang',",80
"'significantli',",80
"'resort',",80
"'echo',",80
"'walk',",80
"'port',",80
"'imag',",80
"'mayb',",80
"'appar',",79
"'lunch',",79
"'injunct',",79
"'meanwhil',",79
"'tap',",79
"'kasowitz',",79
"'advic',",79
"'await',",79
"'sex',",79
"'parenthood',",79
"'serious',",79
"'alassad',",79
"'wiretap',",79
"'cruis',",79
"'basebal',",79
"'hostil',",78
"'elig',",78
"'recruit',",78
"'louisiana',",78
"'dog',",78
"'guy',",78
"'motion',",78
"'topic',",78
"'bloomberg',",78
"'upset',",78
"'weak',",78
"'st',",78
"'religion',",78
"'beach',",78
"'miner',",78
"'obvious',",78
"'jackson',",78
"'cheer',",78
"'outlet',",78
"'missouri',",78
"'christoph',",77
"'forecast',",77
"'trail',",77
"'alphabet',",77
"'charl',",77
"'elsewher',",77
"'hate',",77
"'tape',",77
"'notifi',",77
"'faith',",77
"'bigger',",77
"'yate',",77
"'elizabeth',",77
"'headquart',",77
"'disagre',",77
"'hacker',",77
"'truth',",77
"'lend',",77
"'propaganda',",77
"'havana',",77
"'sole',",76
"'user',",76
"'societi',",76
"'preexist',",76
"'ben',",76
"'upon',",76
"'recipi',",76
"'bolster',",76
"'embarrass',",76
"'islamist',",76
"'throw',",76
"'size',",76
"'cum',",76
"'featur',",76
"'ivanka',",76
"'trudeau',",76
"'middleclass',",75
"'fusion',",75
"'hensarl',",75
"'rohingya',",75
"'fast',",75
"'mainli',",75
"'flag',",75
"'persuad',",75
"'distanc',",75
"'donor',",75
"'intellectu',",75
"'enhanc',",75
"'presenc',",75
"'peskov',",75
"'quick',",75
"'unconstitut',",75
"'sport',",75
"'abe',",75
"'shape',",75
"'sound',",75
"'domin',",74
"'enterpris',",74
"'childhood',",74
"'devin',",74
"'dc',",74
"'marc',",74
"'farm',",74
"'instruct',",74
"'greenhous',",74
"'mandatori',",74
"'moral',",74
"'birth',",74
"'mass',",74
"'divers',",74
"'salt',",74
"'gmt',",74
"'lieuten',",74
"'blast',",74
"'mutual',",74
"'loom',",74
"'dowd',",74
"'withdrew',",74
"'admiss',",74
"'blueprint',",74
"'shrink',",73
"'rod',",73
"'cnbc',",73
"'lisa',",73
"'innov',",73
"'factor',",73
"'ideolog',",73
"'resum',",73
"'sort',",73
"'reinc',",73
"'feb',",73
"'doctor',",73
"'momentum',",73
"'flexibl',",73
"'built',",73
"'ventur',",73
"'scientif',",73
"'martin',",73
"'outrag',",73
"'liabil',",73
"'hawk',",72
"'mistak',",72
"'surfac',",72
"'barrier',",72
"'durbin',",72
"'landmark',",72
"'ukrainian',",72
"'qualiti',",72
"'brother',",72
"'tremend',",72
"'accompani',",72
"'camp',",72
"'eager',",72
"'erdogan',",72
"'philippin',",72
"'exclud',",71
"'billionair',",71
"'driver',",71
"'sidelin',",71
"'visitor',",71
"'unpreced',",71
"'centuri',",71
"'attach',",71
"'pollut',",71
"'stem',",71
"'era',",71
"'dead',",71
"'brand',",71
"'backer',",71
"'none',",71
"'mccarthi',",71
"'gone',",71
"'joseph',",70
"'founder',",70
"'winner',",70
"'effici',",70
"'rebel',",70
"'petit',",70
"'wrongdo',",70
"'racial',",70
"'intel',",70
"'acquisit',",70
"'medicar',",70
"'marin',",70
"'default',",70
"'golf',",70
"'spring',",70
"'mile',",70
"'municip',",70
"'mechan',",70
"'wound',",70
"'loophol',",69
"'laid',",69
"'cassidi',",69
"'broke',",69
"'footbal',",69
"'offens',",69
"'cultur',",69
"'isol',",69
"'vacat',",69
'year'],69
"'sach',",69
"'versu',",69
"'convent',",69
"'star',",69
"'lender',",69
"'neonazi',",69
"'strain',",68
"'doug',",68
"'dan',",68
"'sold',",68
"'tenur',",68
"'display',",68
"'interact',",68
"'discriminatori',",68
"'revamp',",68
"'circumst',",68
"'gianfort',",68
"'park',",68
"'jurisdict',",68
"'hall',",68
"'fundrais',",68
"'brook',",68
"'jet',",68
"'koch',",68
"'destabil',",67
"'expos',",67
"'waiv',",67
"'caught',",67
"'label',",67
"'reopen',",67
"'advisor',",67
"'contenti',",67
"'unilater',",67
"'bail',",67
"'store',",67
"'montana',",67
"'bloc',",67
"'deadli',",67
"'quarl',",67
"'indian',",66
"'deserv',",66
"'maker',",66
"'rob',",66
"'dakota',",66
"'sick',",66
"'worst',",66
"'unnecessari',",66
"'cohen',",66
"'postpon',",66
"'humanitarian',",66
"'fighter',",66
"'surviv',",66
"'nevada',",66
"'nationwid',",66
"'crimea',",66
"'scheme',",66
"'intens',",66
"'sustain',",66
"'index',",66
"'optimist',",65
"'insurg',",65
"['russia',",65
"'fundament',",65
"'emphas',",65
"'traffick',",65
"'flaw',",65
"'champion',",65
"'constitu',",65
"'apart',",65
"'quarter',",65
"'solv',",65
"'lay',",65
"'technic',",65
"'hedg',",65
"'arbitr',",65
"'bharara',",65
"'counterterror',",64
"'gap',",64
"'healthi',",64
"'v',",64
"'ethnic',",64
"'tend',",64
"'whatev',",64
"'space',",64
"'threshold',",64
"'server',",64
"'kick',",64
"'wonder',",64
"'northern',",64
"'degre',",64
"'alien',",64
"'withhold',",64
"'element',",64
"'unnam',",64
"'unaccept',",64
"'interim',",64
"'duke',",64
"'bracket',",63
"'exactli',",63
"'opt',",63
"'luther',",63
"'lean',",63
"'obstacl',",63
"'intensifi',",63
"'antitrust',",63
"'alter',",63
"'heat',",63
"'audienc',",63
"'statut',",63
"'girl',",63
"'impass',",63
"['exclus',",63
"'tout',",63
"'unifi',",63
"'slam',",63
"'ice',",63
"'janet',",63
"'fifth',",63
"'khan',",63
"'undocu',",62
"'underscor',",62
"'marco',",62
"'tribe',",62
"'relev',",62
"'tactic',",62
"'colorado',",62
"'tilt',",62
"'affili',",62
"'unpopular',",62
"'consul',",62
"'greg',",62
"'citizenship',",62
"'subcommitte',",62
"'murder',",62
"'reput',",62
"'plea',",62
"'beat',",62
"'preced',",61
"'slim',",61
"'appreci',",61
"'older',",61
"'riyadh',",61
"'seattl',",61
"'preliminari',",61
"'routin',",61
"'annex',",61
"'lowest',",61
"'hr',",61
"'heavi',",61
"'melania',",61
"'fossil',",61
"'overwhelm',",60
"'la',",60
"'daniel',",60
"'concess',",60
"'aspect',",60
"'pace',",60
"'patrick',",60
"'regularli',",60
"'gender',",60
"'fourth',",60
"'occas',",60
"'loyalti',",60
"'nobodi',",60
"'rollback',",60
"'instanc',",60
"'intercept',",60
"'realiz',",60
"'reconcil',",60
"'mother',",60
"'poison',",60
"'everybodi',",60
"'mislead',",60
"'cobb',",60
"'spur',",60
"'hamburg',",59
"'grown',",59
"'deem',",59
"'evalu',",59
"'widespread',",59
"'consent',",59
"'heritag',",59
"'repair',",59
"'policymak',",59
"'schneiderman',",59
"'berlin',",59
"'stone',",59
"'interven',",58
"'wing',",58
"'easi',",58
"'owe',",58
"'justifi',",58
"'narrowli',",58
"'varieti',",58
"'pardon',",58
"'automat',",58
"'southeast',",58
"'sheriff',",58
"'graduat',",58
"'broadli',",58
"'circl',",58
"'enjoy',",58
"'jason',",58
"'diann',",58
"'conspiraci',",58
"'multin',",57
"'alongsid',",57
"'absenc',",57
"'delrahim',",57
"'fierc',",57
"'cloud',",57
"'wider',",57
"'screen',",57
"'transcript',",57
"'mental',",57
"'cold',",57
"'watson',",57
"'brian',",57
"'anybodi',",57
"'overcom',",57
"'swing',",57
"'ceremoni',",57
"'clark',",57
"'surg',",57
"'ethanol',",57
"'match',",57
"'chariti',",57
"'fargo',",57
"'satisfi',",57
"'cuomo',",57
"'faster',",56
"'ronald',",56
"'conaway',",56
"'writer',",56
"'clapper',",56
"'brain',",56
"'ear',",56
"'input',",56
"'memori',",56
"'straight',",56
"'asylum',",56
"'rush',",56
"'ed',",56
"'safeguard',",56
"'repatri',",56
"'disagr',",56
"'weiner',",56
"'jump',",55
"'wors',",55
"'restaur',",55
"'cardin',",55
"'maximum',",55
"'openli',",55
"'mainstream',",55
"'stretch',",55
"'prosper',",55
"'prescript',",55
"'shi',",55
"'fought',",55
"'function',",55
"'fli',",55
"'correspond',",55
"'defin',",55
"'boston',",55
"'uniti',",55
"'undercut',",55
"'blend',",55
"'permiss',",55
"'princ',",55
"'justin',",55
"'navig',",55
"'elain',",55
"'taxwrit',",54
"'headlin',",54
'report'],54
"'heather',",54
"'implic',",54
"'registr',",54
"'adequ',",54
"'overwhelmingli',",54
"'toler',",54
"'kneel',",54
"'household',",54
"'conway',",54
"'driven',",54
"'immun',",54
"'locat',",54
"'harsh',",54
"'brennan',",54
"'australian',",54
"'usa',",54
"'ossoff',",54
"'trend',",54
"'suppos',",54
"'bet',",53
"'rewrit',",53
"'oust',",53
"'bentley',",53
"'web',",53
"'dump',",53
"'distribut',",53
"'regardless',",53
"'merit',",53
"'vast',",53
"'harri',",53
"'highlevel',",53
"'surgeri',",53
"'eldest',",53
"'somebodi',",53
"'volunt',",53
'comment'],53
"'deepen',",53
"'broker',",53
"'surround',",53
"'yesterday',",53
"'captur',",53
"'compel',",53
"'nativ',",53
"'overrid',",53
"'itali',",53
"'kid',",53
"'align',",53
"'giant',",53
"'offshor',",53
"'chancellor',",53
"'avert',",53
"'upheld',",53
"'pompeo',",53
"'cfiu',",53
"'marri',",52
"'balloon',",52
"'incred',",52
"'injur',",52
"'dean',",52
"'imposs',",52
"'regret',",52
"'hinder',",52
"'chose',",52
"'broadband',",52
"'upcom',",52
"'dissent',",52
"'reliabl',",52
"'worldwid',",52
"'broken',",52
"'proof',",52
"'faction',",52
"'error',",52
"'skill',",52
"'jay',",52
"'aviat',",52
"'profil',",52
"'rebuk',",52
"'enemi',",52
"'reinstat',",52
"'solar',",52
"'surplu',",52
"'backlash',",52
"'sixth',",52
"'gillespi',",52
"'bought',",51
"'jerri',",51
"'oregon',",51
"'creation',",51
"'rememb',",51
"'ownership',",51
"'uncertain',",51
"'grew',",51
"'clarifi',",51
"'reassur',",51
"'usrussia',",51
"'lifetim',",51
"'retreat',",51
"'costshar',",51
"'partli',",51
"'ramp',",51
"'jordan',",51
"'fema',",51
"'rossello',",51
"'walker',",51
"'gulen',",51
"'observ',",51
"'vega',",51
"'compens',",51
"'chaffetz',",51
"'k',",51
"'endang',",51
"'lab',",51
"'tomorrow',",50
"'gp',",50
"'thune',",50
"'down',",50
"'chosen',",50
"'farright',",50
"'titl',",50
"'provoc',",50
"'derail',",50
"'tim',",50
"'spot',",50
"'urgent',",50
"'wildlif',",50
"'easili',",50
"'twoyear',",50
"'unfairli',",50
"'deter',",50
"'farenthold',",50
"'rid',",50
"'optim',",50
"'stream',",50
"'elabor',",50
"'calm',",50
"'difficulti',",50
"'arctic',",50
"'wealth',",49
"'notabl',",49
"'africa',",49
"'squar',",49
"'nauert',",49
"'specifi',",49
"'mccabe',",49
"'onto',",49
"'closeddoor',",49
"'merger',",49
"'princip',",49
"'dairi',",49
"'valley',",49
"'lock',",49
"'unpaid',",49
"'strength',",49
'ad'],49
"'joke',",49
"'machin',",49
"'grid',",49
"'encount',",49
"'meaning',",49
"'recal',",49
"'primarili',",49
"'boy',",49
"'appl',",49
"'rice',",49
"'salari',",49
"'abbott',",49
"'abba',",49
"'exceed',",49
"'inherit',",49
"'heller',",49
"'dunford',",48
"'volum',",48
"'ford',",48
"'aclu',",48
"'unlaw',",48
"'dub',",48
"'spokesperson',",48
"'angri',",48
"'disapprov',",48
"'fit',",48
"'pair',",48
"'dioxid',",48
"'arkansa',",48
"'portfolio',",48
"'burn',",48
"'terribl',",48
"'conceal',",48
"'devo',",48
"'defi',",48
"'lockhe',",48
"'ankara',",48
"'slightli',",48
"'bump',",48
"'angela',",48
"'style',",48
"'emanuel',",48
"'reconcili',",48
"'blumenth',",47
"'bare',",47
"'undecid',",47
"'sullivan',",47
"'garner',",47
"'gift',",47
"'uphold',",47
"['china',",47
"'migrat',",47
"'relax',",47
"'retweet',",47
"'isi',",47
"'grappl',",47
"'ria',",47
"'miami',",47
"'instal',",47
"'scalia',",47
"'admir',",47
"'beef',",47
"'physic',",47
"'concret',",47
"'clearanc',",47
"'destruct',",47
"'pictur',",47
"'irma',",47
"'maduro',",47
"'giveaway',",47
"'imbal',",47
"'gerrymand',",47
"'thaad',",47
"'dutert',",47
"'washingtonbas',",46
"'edg',",46
"'usmexico',",46
"'xinhua',",46
"'scene',",46
"'wang',",46
"'rout',",46
"'pave',",46
"'dream',",46
"'judgment',",46
"'lamar',",46
"'pivot',",46
"['tillerson',",46
"'kurdish',",46
"'vision',",46
"'method',",46
"'revel',",46
"'shadow',",46
"'analyz',",46
"'highway',",46
"'desk',",46
"'candidaci',",46
"'helicopt',",46
"'breitbart',",46
"'bona',",46
"'fide',",46
"'benjamin',",46
"'stadium',",46
"'priorit',",46
"'pena',",46
"'discredit',",45
"'mississippi',",45
"'dynam',",45
"'tip',",45
"'season',",45
"'accur',",45
"'categori',",45
"'aboard',",45
"'slate',",45
"'subsequ',",45
"'petroleum',",45
"'entertain',",45
"'berni',",45
"'belief',",45
"'fairli',",45
"'subsid',",45
"'patti',",45
"'compon',",45
"'lengthi',",45
"'stun',",45
"'christma',",45
"'ambiti',",45
"'ceasefir',",45
"'minim',",45
"'adversari',",45
"'presidentelect',",45
"'chapter',",45
"'jacob',",45
"'injuri',",45
"'river',",45
"'lash',",45
"'explan',",45
"'austin',",45
"'discov',",45
"'modi',",45
"'pharmaceut',",45
"'proper',",45
"'bankruptci',",45
"['new',",45
"'briefli',",45
"'stopgap',",45
"'dark',",45
"'taxcut',",45
"'lepag',",45
"'lgbt',",45
"'gasolin',",45
"'amt',",45
"'northam',",45
"'ambit',",44
"'bruce',",44
"'harvard',",44
"'proud',",44
"'willing',",44
"'refil',",44
"'born',",44
"'root',",44
"'undersecretari',",44
"'garland',",44
"'grab',",44
"'fiveyear',",44
"'deeper',",44
"'cosponsor',",44
"'dmitri',",44
"'nt',",44
"'rightw',",44
"'photograph',",44
"'unfortun',",44
"'newli',",44
"'legitim',",44
"'imped',",44
"'grandpar',",44
"'strict',",44
"'jewish',",44
"'outlook',",44
"'fault',",44
"'feud',",44
"'reed',",44
"'moon',",44
"'suburb',",44
"'substanc',",44
"'monthli',",44
"'procur',",44
"'gowdi',",44
"'uranium',",44
"'simpson',",43
"'suspens',",43
"'caution',",43
"'republ',",43
"'ami',",43
"'afterward',",43
"'delet',",43
"'hoax',",43
"'raid',",43
"'string',",43
"'invok',",43
"'bia',",43
"'intrus',",43
"'react',",43
"'vocal',",43
"'applaud',",43
"'inner',",43
"'expel',",43
"'pain',",43
"'qaeda',",43
"'excess',",43
"'dalla',",43
"'insult',",43
"'coat',",43
"['top',",43
"'junk',",43
"'antitrump',",43
"'wear',",43
"'discourag',",43
"'rouhani',",43
"'infight',",43
"'downplay',",43
"'levi',",43
"'moodi',",43
"'startup',",43
"'romney',",43
"'nielsen',",43
"'passeng',",43
"'melgen',",43
"'uschina',",42
'week'],42
"'beauti',",42
"'taxat',",42
"'modest',",42
"'staf',",42
"'anywher',",42
"'closest',",42
"'ridicul',",42
"'axio',",42
"'outofpocket',",42
"'consolid',",42
"'decre',",42
"'reimburs',",42
"'rock',",42
"'mosul',",42
"'uninsur',",42
"'manner',",42
"'egyptian',",42
"'foe',",42
"'manila',",42
"'microsoft',",42
"'intervent',",42
"'voluntarili',",42
"'remind',",42
"'factori',",42
"'harbor',",42
"'slap',",42
"'boycott',",42
"'shock',",42
"'refug',",42
"'hampshir',",42
"'walter',",42
"'gottlieb',",42
"'amazon',",42
"'earner',",41
"'character',",41
"'reluct',",41
"'stanford',",41
"'confidenti',",41
"'supplier',",41
"'grahamcassidi',",41
"'symbol',",41
"'magazin',",41
"'precis',",41
"'deliveri',",41
"'guid',",41
"'lane',",41
"'robust',",41
"'greet',",41
"'referendum',",41
"'comfort',",41
"'honest',",41
"'window',",41
"'timelin',",41
"'radic',",41
"'wrap',",41
"'inspect',",41
"'therefor',",41
"'edward',",41
"'ill',",41
"'reimpos',",41
"'equival',",41
"'silicon',",41
"'epidem',",41
"'warsh',",41
"'chip',",41
"'iarc',",41
"'swift',",40
"'sugar',",40
"'antidump',",40
"'refineri',",40
"'portman',",40
"'jeb',",40
"'indiana',",40
"'impress',",40
"'valid',",40
"'theresa',",40
"'fallout',",40
"'belong',",40
"'immin',",40
"'skip',",40
"'threw',",40
"'teacher',",40
"'drama',",40
"'unemploy',",40
"'longest',",40
"'jeopard',",40
"'mere',",40
"'statewid',",40
"'float',",40
"'revok',",40
"'corn',",40
"'desper',",40
"'zero',",40
"'rocket',",40
"'ladi',",40
"'cra',",40
"'hammer',",40
"'extremist',",40
"'gunman',",40
"'restructur',",40
"'marketplac',",40
"'passport',",40
"'zarrab',",40
"'simplifi',",39
"'besid',",39
"'closur',",39
"'diminish',",39
"'bureaucraci',",39
'paragraph'],39
"'super',",39
"'misl',",39
"'crude',",39
"'van',",39
"'supervis',",39
"'younger',",39
"'prevail',",39
"'clinic',",39
"'militia',",39
"'fleet',",39
"'shop',",39
"'hide',",39
"'withdrawn',",39
"'audit',",39
"'successor',",39
"'carl',",39
"'commonli',",39
"'outspoken',",39
"'recept',",39
"'welfar',",39
"'portray',",39
"'truli',",39
"'refund',",39
"'reciproc',",39
"'actor',",39
"'peacekeep',",39
"'peak',",39
"'film',",39
"'palm',",39
"'wilson',",39
"'lowerincom',",39
"'hodgkinson',",39
"'mcgahn',",39
"'mccaskil',",39
"'cotton',",39
"'brzezinski',",39
"'denuclear',",39
"'reauthor',",39
"'nieto',",39
"'forg',",38
"'bottom',",38
"'heighten',",38
"'assign',",38
"['former',",38
"'spotlight',",38
"'pat',",38
"'jack',",38
"'workforc',",38
"'streamlin',",38
"'marijuana',",38
"'innoc',",38
"'understood',",38
"'steer',",38
"'stricter',",38
"'twothird',",38
"'acceler',",38
"'unidentifi',",38
"'gut',",38
"'comptrol',",38
"'dimon',",38
"'entitl',",38
"'extraordinari',",38
"'fan',",38
"'populist',",38
"'frankli',",38
"'abid',",38
"'downgrad',",38
"'gross',",38
"'kobach',",38
"'prorussian',",38
"'restrain',",38
"'pool',",38
"'concentr',",38
"'km',",38
"'diseas',",38
"'bailout',",38
"'blasio',",38
"'decri',",38
"'venezuelan',",38
"'strip',",38
"'hh',",38
"'id',",38
"'futerfa',",38
"'clock',",37
"'erupt',",37
"'folk',",37
"'vacant',",37
"'tweak',",37
"'voluntari',",37
"'oath',",37
"'silenc',",37
"'excus',",37
"'unsuccess',",37
"'dick',",37
"'fallen',",37
"'pois',",37
"'bay',",37
"'steep',",37
"'llc',",37
"'cautiou',",37
"'barrel',",37
"'rulemak',",37
"'cook',",37
"'statutori',",37
"'hispan',",37
"'congratul',",37
"'spirit',",37
"'competitor',",37
"'hail',",37
"'urban',",37
"'explos',",37
"'bargain',",37
"'rf',",37
"'boss',",37
"'acosta',",37
"'perspect',",37
"'madigan',",37
"'leg',",37
"'explicitli',",37
"'rifl',",37
"'nelson',",37
"'emir',",37
"'reactor',",37
"'avenu',",37
"'queri',",37
"'necessarili',",37
"'assumpt',",37
"'antonio',",37
"'griffin',",37
"'bat',",37
"'broaden',",37
"'grave',",37
"'fbo',",37
"'briberi',",37
"'lake',",37
"'compil',",36
"'marriag',",36
"'hamper',",36
"'holder',",36
"'va',",36
"'experienc',",36
"'context',",36
"'theft',",36
"'gradual',",36
"'loui',",36
"'dow',",36
"'cargo',",36
"'sierra',",36
"'facilit',",36
"'somewhat',",36
"'benchmark',",36
"'output',",36
"'scrambl',",36
"'asiapacif',",36
"'matt',",36
"'academ',",36
"'reaffirm',",36
'state'],36
"'multilater',",36
"'suburban',",36
"'hollywood',",36
"'grassroot',",36
"'airbas',",36
"'custodi',",36
"'summari',",36
"'wari',",36
"'mainland',",36
"'pack',",36
"'autonom',",36
"'urgenc',",36
"'assail',",36
"'bulli',",36
"'translat',",36
"'royc',",36
"'recount',",36
'elect'],36
"'contracept',",36
"'fort',",36
"'god',",36
"'airfield',",36
"'anderson',",36
"'weight',",36
"'hezbollah',",36
'vote'],35
"'hightax',",35
"'usbas',",35
"'drain',",35
"'thenpresid',",35
"'row',",35
"'overreach',",35
"'wealthiest',",35
"'richmond',",35
"'feed',",35
"'whitehous',",35
"'enorm',",35
"'click',",35
"'paus',",35
"'ajit',",35
"'comcast',",35
"'properli',",35
"'courthous',",35
"'drastic',",35
"'aca',",35
"'disband',",35
"'sad',",35
"'favorit',",35
"'nearbi',",35
"'boundari',",35
"'coup',",35
"'exploit',",35
'trump'],35
"'contradict',",35
"'midnight',",35
"'emmanuel',",35
"'parliament',",35
"'steadi',",35
"'greatest',",35
"'naval',",35
"'pope',",35
"'elijah',",35
"'silent',",35
"'weekli',",35
"'mull',",35
"'polar',",35
"'disturb',",35
"'leahi',",35
"'safer',",35
"'crash',",35
"'showdown',",35
"'shore',",35
"'kelner',",35
"'popularli',",35
"'slip',",35
"'communist',",35
"'anwr',",35
"'curtail',",35
"'evangel',",35
"'montenegro',",35
"'thorough',",34
"'dictat',",34
"'gotten',",34
"'longerterm',",34
"'washingtonnew',",34
"'reconsid',",34
"'elev',",34
"'underway',",34
"'modifi',",34
"'baker',",34
"'perceiv',",34
"'dealt',",34
"'africanamerican',",34
"'disciplin',",34
"'antonin',",34
"'bench',",34
"'unrel',",34
"'nikki',",34
"'incident',",34
"'sisi',",34
"'detect',",34
